symbol,entry_time,exit_time,entry_price,exit_price,stop_loss,RR,PnL,confidence,entry_type,regime,ADX
1000PEPEUSDT,2024-08-26 04:00:00,2024-08-26 06:00:00,0.0086,0.0090133,0.008,0.6888333333333337,0.3237493590039448,3.0,zone,TREND,32.1618
LTCUSDT,2024-08-26 06:00:00,2024-08-26 09:00:00,62.5,64.6,64.6,-1.0,-78.3271268732132,3.5,momentum,TREND,38.8062
AXLUSDT,2024-08-28 19:00:00,2024-08-29 03:00:00,0.5844,0.5489,0.6191,1.0230547550432283,27.667099389790714,3.5,momentum,TREND,38.1877
AXLUSDT,2024-08-28 20:00:00,2024-08-29 11:00:00,0.5514,0.5651,0.6191,-1.0,-10.677162299722093,3.5,momentum,TREND,38.1877
ARBUSDT,2024-08-29 19:00:00,2024-08-29 21:00:00,0.5743,0.517,0.5807,8.953125000000057,44.70571264962248,4.0,momentum,TREND,30.7518
ENAUSDT,2024-08-29 19:00:00,2024-08-29 21:00:00,0.2573,0.2449,0.266,1.4252873563218285,9.674534674612863,4.0,momentum,TREND,32.6855
ARBUSDT,2024-08-29 20:00:00,2024-09-07 04:00:00,0.517,0.4889,0.5807,4.606557377048936,21.923743899727604,4.0,momentum,TREND,30.7518
LTCUSDT,2024-08-30 03:00:00,2024-08-30 07:00:00,65.0577,63.35,66.85,0.9527980806784567,74.59679334274432,3.5,zone,TREND,31.7985
LTCUSDT,2024-08-30 04:00:00,2024-08-30 07:00:00,62.08,63.35,66.85,-1.0,-55.47691488275795,3.5,zone,TREND,31.7985
UNIUSDT,2024-08-30 14:00:00,2024-08-30 18:00:00,6.645,5.865,6.817,4.534883720930213,355.48020006691996,3.5,zone,TREND,37.8532
UNIUSDT,2024-08-30 15:00:00,2024-08-30 18:00:00,5.617,5.865,6.817,-1.0,-113.02447386743115,3.5,zone,TREND,37.8532
BCHUSDT,2024-09-01 02:00:00,2024-09-01 12:00:00,343.8,320.15,346.9,7.629032258064611,1214.5452950688596,4.0,momentum,TREND,37.4716
DOTUSDT,2024-09-01 02:45:00,2024-09-01 03:00:00,4.205,4.211,4.765,-0.010714285714286127,-0.8528595019737761,3.0,momentum,TREND,34.8268
BCHUSDT,2024-09-01 03:00:00,2024-09-01 12:00:00,320.5,320.15,346.9,0.20588235294119123,17.974243267404983,4.0,momentum,TREND,37.4716
BCHUSDT,2024-09-01 12:00:00,2024-09-01 15:00:00,336.4594,320.15,341.2,3.440366198371543,295.0408289523192,3.5,zone,TREND,35.9805
WIFUSDT,2024-09-01 12:30:00,2024-09-01 19:00:00,1.4627,1.4918,1.579,-0.2502149613069657,-21.45807316535757,3.5,zone,TREND,33.429
HBARUSDT,2024-09-01 22:00:00,2024-09-02 05:00:00,0.0519,0.04856,0.055,1.077419354838711,2.910024009734567,4.0,momentum,TREND,37.364
NEARUSDT,2024-09-01 22:00:00,2024-09-02 05:00:00,4.506,3.95,4.925,1.326968973747018,231.2282379506981,4.0,momentum,TREND,31.6439
SOLUSDT,2024-09-01 22:00:00,2024-09-02 09:00:00,146.67,130.62,155.52,1.8135593220338917,316.01803414350684,4.0,momentum,TREND,35.7862
ETHUSDT,2024-09-01 22:30:00,2024-09-02 02:00:00,2423.14,2445.77,2591.3,-0.13457421503330202,-23.44995190647252,4.0,momentum,TREND,39.7432
SOLUSDT,2024-09-02 05:00:00,2024-09-02 09:00:00,128.97,130.62,155.52,-1.0,-32.48783528578122,4.0,momentum,TREND,35.7862
OPUSDT,2024-09-03 14:00:00,2024-09-03 18:00:00,1.4214,1.3605,1.4351,4.445255474452536,54.56491398024532,3.0,momentum,TREND,35.0035
1000PEPEUSDT,2024-09-03 14:00:00,2024-09-04 03:00:00,0.0075,0.0071307,0.0077,1.8464999999999927,0.33088378871764507,3.0,momentum,TREND,33.9306
1000PEPEUSDT,2024-09-03 18:00:00,2024-09-04 14:00:00,0.0073389,0.007299999999999999,0.0077,0.12940785096473914,0.03485345080183211,3.0,momentum,TREND,33.9306
APTUSDT,2024-09-04 11:00:00,2024-09-04 14:00:00,6.408,6.133,6.533,2.200000000000003,197.71848555959642,3.0,momentum,TREND,36.8165
BCHUSDT,2024-09-04 11:00:00,2024-09-04 15:00:00,318.8259,314.45,326.85,0.5453446492441499,98.02247105143864,4.0,zone,TREND,38.1599
BCHUSDT,2024-09-04 14:00:00,2024-09-04 15:00:00,313.75,314.45,326.85,-1.0,-15.68036969217896,4.0,zone,TREND,38.1599
BCHUSDT,2024-09-05 06:00:00,2024-09-06 00:00:00,324.05,307.55,326.6143,6.43450454315017,587.2934194624132,3.5,zone,TREND,32.9374
BCHUSDT,2024-09-05 07:00:00,2024-09-06 00:00:00,310.4,307.55,326.6143,0.8400141476066809,101.4415906344156,3.5,zone,TREND,32.9374
AVAXUSDT,2024-09-06 03:30:00,2024-09-06 06:00:00,21.675,21.74,22.87,-0.054393305439328625,-5.151926714894184,3.5,zone,TREND,33.2644
BTCUSDT,2024-09-06 07:00:00,2024-09-06 10:00:00,56169.9,55898.0,58510.1,0.11618665071361499,11.00176409171384,3.5,momentum,TREND,36.2474
DOGEUSDT,2024-09-06 14:00:00,2024-09-06 23:00:00,0.0968,0.09192,0.0994,1.8769230769230716,4.6235774881011675,4.0,momentum,TREND,33.9766
DOGEUSDT,2024-09-06 15:00:00,2024-09-07 00:00:00,0.09363,0.09265,0.0994,0.22685185185185436,0.9285053152334403,4.0,momentum,TREND,33.9766
AXLUSDT,2024-09-07 01:00:00,2024-09-07 02:00:00,0.5061,0.4733,0.5238,1.853107344632763,31.085609844018464,3.5,zone,TREND,31.6299
BNBUSDT,2024-09-08 16:30:00,2024-09-08 21:00:00,493.45,498.4,537.65,-0.11199095022624411,-10.64342364678173,3.0,momentum,TREND,34.5105
LTCUSDT,2024-09-08 21:00:00,2024-09-08 22:00:00,64.2132,61.12,65.83,1.9131618010885745,181.72173182588662,3.5,zone,TREND,33.7881
AAVEUSDT,2024-09-09 08:00:00,2024-09-10 02:00:00,129.9,137.82,119.35,0.7507109004739316,143.97680024725992,4.0,momentum,TREND,38.5699
AAVEUSDT,2024-09-09 17:00:00,2024-09-17 17:00:00,141.32,143.58,119.35,0.3419062027231504,41.0842889594458,4.0,momentum,TREND,38.5699
TAOUSDT,2024-09-10 18:45:00,2024-09-11 04:00:00,282.28,275.44,255.19,-0.2524916943521588,-48.788224266880306,4.0,zone,TREND,32.5152
LINKUSDT,2024-09-11 12:45:00,2024-09-11 13:00:00,10.388,10.39,10.687,-0.006688963210704587,-0.6446125881839948,3.5,zone,TREND,34.3126
LINKUSDT,2024-09-11 13:30:00,2024-09-11 15:00:00,10.366,10.39,10.642999999999999,-0.08664259927798186,-8.349431815497866,3.5,zone,TREND,34.6116
XRPUSDT,2024-09-11 13:30:00,2024-09-11 15:00:00,0.531,0.5334,0.5449,-0.1726618705035938,-2.3127926128927743,3.5,zone,TREND,36.593
UNIUSDT,2024-09-12 04:00:00,2024-09-12 07:00:00,6.265,6.72,6.108,2.8980891719745223,279.12380079947997,3.0,momentum,TREND,31.3284
UNIUSDT,2024-09-12 05:00:00,2024-09-12 07:00:00,6.813,6.72,6.108,-1.0,-57.051677965607965,3.0,momentum,TREND,31.3284
TAOUSDT,2024-09-13 17:00:00,2024-09-14 07:00:00,303.98,315.01,280.34,0.4665820642977983,45.45601498473126,3.0,momentum,TREND,31.2028
APTUSDT,2024-09-13 22:00:00,2024-09-14 05:00:00,6.2082,6.2775,6.1425,1.054794520547953,67.51442199525515,3.0,momentum,TREND,39.9397
OPUSDT,2024-09-13 22:00:00,2024-09-14 05:00:00,1.5004,1.5577,1.4345,0.8694992412746625,55.82361299174778,4.0,momentum,TREND,32.1486
ENAUSDT,2024-09-14 13:00:00,2024-09-14 15:00:00,0.2213,0.2218,0.2054,0.03144654088050318,0.49133689306210065,4.0,momentum,TREND,35.7158
AVAXUSDT,2024-09-14 14:15:00,2024-09-15 04:00:00,25.09,25.005,23.275,-0.04683195592286545,-9.204107087664772,4.0,momentum,TREND,38.3804
TAOUSDT,2024-09-14 23:00:00,2024-09-15 16:00:00,326.13,320.81,284.31,-0.1272118603538975,-12.501088564787887,3.0,momentum,TREND,30.057
WIFUSDT,2024-09-15 23:30:00,2024-09-16 14:00:00,1.5012,1.496,1.5953,0.055260361317748155,5.104388084568492,3.5,zone,TREND,37.5438
DOTUSDT,2024-09-16 02:30:00,2024-09-16 05:00:00,4.266,4.3129,4.3129,-1.0,-46.037654070434165,5.0,zone,TREND,38.1231
WIFUSDT,2024-09-16 22:00:00,2024-09-16 23:00:00,1.4862,1.5122,1.588,-0.25540275049115907,-25.018396048192894,3.5,zone,TREND,38.4108
SUIUSDT,2024-09-18 03:00:00,2024-09-18 09:00:00,1.0833,1.1771,1.0561,3.4485294117647234,91.95868016114862,3.0,momentum,TREND,39.2163
SUIUSDT,2024-09-18 04:00:00,2024-09-18 09:00:00,1.197,1.1771,1.0561,-0.6503267973856227,-19.509357518196783,3.0,momentum,TREND,39.2163
SUIUSDT,2024-09-18 05:00:00,2024-09-18 09:00:00,1.1911,1.1771,1.0561,-0.5668016194332002,-13.725176143455014,3.0,momentum,TREND,39.2163
BNBUSDT,2024-09-18 22:30:00,2024-09-19 07:00:00,550.55,557.6,538.2,0.5708502024291595,112.26407805012657,4.0,momentum,TREND,34.21
TAOUSDT,2024-09-18 22:30:00,2024-09-19 20:00:00,330.18,370.5,281.77,0.8328857674034285,163.79630312949126,4.0,momentum,TREND,34.6411
NEARUSDT,2024-09-18 23:00:00,2024-09-19 11:00:00,4.247,4.436,4.1659,2.3304562268803903,185.84482112106284,4.0,momentum,TREND,33.8135
NEARUSDT,2024-09-19 07:00:00,2024-09-19 21:00:00,4.528,4.4092,4.1659,-1.0,-116.81674470466739,4.0,momentum,TREND,33.8135
TAOUSDT,2024-09-19 11:00:00,2024-09-19 20:00:00,384.0,368.09,281.77,-0.36109850204266963,-64.63291623983658,4.0,momentum,TREND,34.6411
SUIUSDT,2024-09-19 22:00:00,2024-09-20 13:00:00,1.1379,1.5284,1.0163,3.2113486842105288,320.2770237132596,3.5,zone,TREND,33.1614
SUIUSDT,2024-09-19 23:00:00,2024-09-21 04:00:00,1.379,1.436,1.0163,1.2808988764044935,46.74978323087266,3.5,zone,TREND,33.1614
SUIUSDT,2024-09-20 00:00:00,2024-09-21 04:00:00,1.3833,1.436,1.0163,1.0799180327868856,43.2230451976665,3.5,zone,TREND,33.1614
ARBUSDT,2024-09-21 17:00:00,2024-09-22 00:00:00,0.5382,0.6094,0.5006,1.8936170212765986,72.47029354910505,3.5,momentum,TREND,37.7187
ARBUSDT,2024-09-21 18:00:00,2024-09-30 02:00:00,0.6044,0.635,0.5006,1.0479452054794505,31.1459407668906,3.5,momentum,TREND,37.7187
ARBUSDT,2024-09-21 19:00:00,2024-09-30 02:00:00,0.6121,0.635,0.5006,0.6205962059620616,23.308563515091393,3.5,momentum,TREND,37.7187
APTUSDT,2024-09-22 17:00:00,2024-09-22 21:00:00,6.3415,7.829,5.6945,2.299072642967541,469.6843169589243,4.0,momentum,TREND,37.1202
TAOUSDT,2024-09-23 05:30:00,2024-09-23 07:00:00,574.31,558.75,443.946,-0.11935810499831208,-24.9446248700852,4.0,momentum,TREND,30.7065
AXLUSDT,2024-09-23 18:00:00,2024-09-23 21:00:00,0.5649,0.5807,0.5427,0.7117117117117134,16.490486872865517,3.5,zone,TREND,30.8812
ADAUSDT,2024-09-23 22:00:00,2024-09-25 04:00:00,0.341,0.3872,0.3267,3.23076923076922,48.2571116022956,4.5,zone,TREND,30.0193
AAVEUSDT,2024-09-25 04:00:00,2024-09-25 17:00:00,151.6597,165.8,147.51,3.4075475335566523,713.4989364705879,4.0,zone,TREND,38.4584
DOTUSDT,2024-09-25 04:45:00,2024-09-25 06:00:00,4.648,4.618,4.187,-0.0650759219088924,-6.813052586147558,3.5,zone,TREND,39.1844
WIFUSDT,2024-09-26 03:15:00,2024-09-26 05:00:00,2.0915,2.0766,1.8785,-0.06995305164319213,-7.570832528868759,3.0,momentum,TREND,39.3915
NEARUSDT,2024-09-26 11:00:00,2024-09-26 23:00:00,4.424,5.559,4.283,8.04964539007092,1227.9506358020915,4.0,zone,TREND,33.6389
SOLUSDT,2024-09-28 00:00:00,2024-09-28 06:00:00,146.0444,157.31,140.81,2.1522237505731354,246.06209820083544,3.5,zone,TREND,31.3898
NEARUSDT,2024-09-29 17:00:00,2024-09-30 00:00:00,5.2886,5.411,5.08,0.5867689357622246,67.80675241070414,3.5,zone,TREND,33.5475
AVAXUSDT,2024-10-01 08:30:00,2024-10-01 12:00:00,28.595,28.605,26.94,0.006042296072508506,0.7019386905382307,3.5,zone,TREND,31.5592
OPUSDT,2024-10-01 10:00:00,2024-10-01 13:00:00,1.7907,1.8444,1.7433,1.1329113924050678,62.38374821353968,3.5,zone,TREND,38.1245
OPUSDT,2024-10-01 11:00:00,2024-10-01 13:00:00,1.8506,1.8444,1.7433,-1.0,-7.202592903611628,3.5,zone,TREND,38.1245
SUIUSDT,2024-10-02 14:00:00,2024-10-02 18:00:00,1.7475,1.8309,1.677,1.1829787234042541,97.11952414088692,3.0,momentum,TREND,37.5857
SUIUSDT,2024-10-02 15:00:00,2024-10-02 18:00:00,1.8899,1.7921,1.677,-1.0,-113.8883628414717,3.0,momentum,TREND,37.5857
SUIUSDT,2024-10-02 16:00:00,2024-10-02 18:00:00,1.8653,1.7921,1.677,-1.0,-85.2415967279727,3.0,momentum,TREND,37.5857
SUIUSDT,2024-10-03 02:00:00,2024-10-03 05:00:00,1.7514,1.9144,1.6931,2.7958833619210974,188.98255302037694,3.0,momentum,TREND,30.5334
SUIUSDT,2024-10-03 03:00:00,2024-10-03 08:00:00,1.9469,1.84,1.6931,-1.0,-123.94009152072572,3.0,momentum,TREND,30.5334
SUIUSDT,2024-10-03 04:00:00,2024-10-03 08:00:00,1.9218,1.84,1.6931,-1.0,-94.83909715991906,3.0,momentum,TREND,30.5334
LTCUSDT,2024-10-06 05:00:00,2024-10-06 21:00:00,67.7306,67.06,66.24,-0.4498859519656467,-52.092849266813204,3.5,zone,TREND,30.4338
AAVEUSDT,2024-10-07 11:00:00,2024-10-07 14:00:00,147.1,150.14,150.14,-1.0,-115.53076915228294,3.5,zone,TREND,34.4712
SOLUSDT,2024-10-08 07:00:00,2024-10-08 08:00:00,141.55,143.3757,143.3757,-1.0,-114.95311530652154,3.5,momentum,TREND,32.6612
OPUSDT,2024-10-10 03:00:00,2024-10-10 05:00:00,1.5725,1.5514,1.6466,0.28475033738191774,24.133831793027802,3.5,momentum,TREND,37.5689
ETHUSDT,2024-10-10 16:30:00,2024-10-11 19:00:00,2400.9,2471.24,2471.24,-1.0,-114.49901888895407,3.0,zone,RANGE,21.8149
AXSUSDT,2024-10-10 22:00:00,2024-10-11 00:00:00,4.5825,4.467,4.715,0.8716981132075449,99.80857872961629,3.5,zone,TREND,31.1064
AXSUSDT,2024-10-10 23:00:00,2024-10-11 00:00:00,4.449,4.467,4.715,-1.0,-15.55458369812185,3.5,zone,TREND,31.1064
LTCUSDT,2024-10-12 05:00:00,2024-10-12 06:00:00,67.55,67.29,67.29,-1.0,-114.34779376966677,3.0,momentum,TREND,33.3359
LTCUSDT,2024-10-12 07:00:00,2024-10-12 08:00:00,67.6765,67.29,67.29,-1.0,-113.77605480081843,3.0,momentum,TREND,30.1187
BCHUSDT,2024-10-12 07:00:00,2024-10-12 11:00:00,329.25,329.25,327.1,0.0,0.0,3.0,momentum,TREND,36.9622
BCHUSDT,2024-10-12 10:00:00,2024-10-12 11:00:00,330.95,329.25,327.1,-1.0,-89.96246193553121,3.0,momentum,TREND,36.9622
APTUSDT,2024-10-12 11:00:00,2024-10-12 12:00:00,9.5288,8.773,8.773,-1.0,-225.51472443427338,4.0,momentum,TREND,33.6175
TAOUSDT,2024-10-14 02:30:00,2024-10-14 07:00:00,652.02,652.02,641.1963999999999,0.0,0.0,3.0,momentum,TREND,30.9986
TAOUSDT,2024-10-14 03:00:00,2024-10-14 07:00:00,674.43,652.02,641.1963999999999,-1.0,-231.12675657019443,3.0,momentum,TREND,30.9986
TAOUSDT,2024-10-14 04:00:00,2024-10-14 07:00:00,661.65,652.02,641.1963999999999,-1.0,-99.31952993177039,3.0,momentum,TREND,30.9986
ENAUSDT,2024-10-15 06:00:00,2024-10-15 09:00:00,0.4034,0.4424,0.3469,0.6902654867256643,42.89124729335769,4.0,momentum,TREND,31.7299
ENAUSDT,2024-10-15 08:00:00,2024-10-15 21:00:00,0.4566,0.4017,0.3469,-1.0,-60.37767888218808,4.0,momentum,TREND,31.7299
BCHUSDT,2024-10-16 17:00:00,2024-10-16 21:00:00,325.25,361.75,319.5536,6.407555649181959,704.1270912619684,3.5,zone,TREND,37.2716
BCHUSDT,2024-10-16 18:00:00,2024-10-16 21:00:00,366.6,361.75,319.5536,-1.0,-93.56209294850856,3.5,zone,TREND,37.2716
BCHUSDT,2024-10-16 19:00:00,2024-10-16 21:00:00,367.9,361.75,319.5536,-1.0,-118.64059208934492,3.5,zone,TREND,37.2716
BNBUSDT,2024-10-17 01:30:00,2024-10-17 05:00:00,604.65,599.8,569.1464,-0.1366058653207005,-15.347634412364304,3.5,momentum,TREND,31.3497
AAVEUSDT,2024-10-18 02:00:00,2024-10-18 05:00:00,154.35,155.12,143.16,0.06881143878463006,7.725667276581785,3.0,momentum,TREND,35.6784
LTCUSDT,2024-10-19 05:00:00,2024-10-19 17:00:00,65.2375,74.73,64.08,8.200863930885543,921.0524545317978,3.5,zone,TREND,31.8025
LTCUSDT,2024-10-19 06:00:00,2024-10-19 17:00:00,74.48,74.73,64.08,0.32894736842105043,24.257373045346252,3.5,zone,TREND,31.8025
LTCUSDT,2024-10-19 07:00:00,2024-10-19 17:00:00,74.37,74.73,64.08,0.5538461538461481,34.93061718529855,3.5,zone,TREND,31.8025
HBARUSDT,2024-10-19 23:00:00,2024-10-20 03:00:00,0.0528,0.05226,0.0516,-0.4499999999999991,-0.632949332888331,3.0,momentum,TREND,37.1738
AXSUSDT,2024-10-20 00:00:00,2024-10-20 10:00:00,4.913,5.218,4.847,4.621212121212128,357.4991602424837,3.5,zone,TREND,33.8793
AXSUSDT,2024-10-20 01:00:00,2024-10-20 10:00:00,5.213,5.218,4.847,0.04901960784313606,5.860641971188138,3.5,zone,TREND,33.8793
AXSUSDT,2024-10-20 03:00:00,2024-10-20 10:00:00,5.155,5.218,4.847,1.43181818181816,73.84408883697179,3.5,zone,TREND,33.8793
APTUSDT,2024-10-20 13:00:00,2024-10-20 18:00:00,10.1156,9.9775,9.684,-0.31997219647822295,-38.2033025015714,3.5,zone,TREND,35.7947
BTCUSDT,2024-10-20 20:30:00,2024-10-21 02:00:00,68682.9,68917.3,64762.1,0.059783717608653586,7.126498784455474,3.5,momentum,TREND,36.3768
1000PEPEUSDT,2024-10-20 23:00:00,2024-10-21 07:00:00,0.0105,0.0105385,0.0096,0.04277777777777616,0.04589380088363912,3.0,momentum,TREND,31.7951
DOTUSDT,2024-10-22 12:30:00,2024-10-22 22:00:00,4.318,4.335,4.357799999999999,-0.4271356783919727,-20.270891729071806,3.5,momentum,TREND,35.8027
DOTUSDT,2024-10-22 13:00:00,2024-10-22 22:00:00,4.307,4.335,4.357799999999999,-0.551181102362209,-33.38735108317591,3.5,momentum,TREND,35.8027
DOTUSDT,2024-10-23 03:45:00,2024-10-23 06:00:00,4.28,4.286,4.353400000000001,-0.08174386920979987,-7.138334902121913,4.0,momentum,TREND,34.7742
APTUSDT,2024-10-23 09:00:00,2024-10-23 10:00:00,9.6877,9.8454,9.8454,-1.0,-187.56294990675522,4.0,momentum,TREND,35.3443
AXSUSDT,2024-10-23 15:00:00,2024-10-23 16:00:00,4.619,4.701,4.701,-1.0,-96.75896839462699,3.5,zone,TREND,37.7483
NEARUSDT,2024-10-23 15:00:00,2024-10-23 20:00:00,4.7381,4.608,4.847,1.1946740128558337,140.9700305509756,3.5,zone,TREND,32.0666
NEARUSDT,2024-10-23 16:00:00,2024-10-23 20:00:00,4.515,4.608,4.847,-1.0,-100.77027548993598,3.5,zone,TREND,32.0666
NEARUSDT,2024-10-23 17:00:00,2024-10-23 20:00:00,4.505,4.608,4.847,-1.0,-111.60578898347727,3.5,zone,TREND,32.0666
TAOUSDT,2024-10-24 08:30:00,2024-10-24 12:00:00,534.33,549.7,549.7,-1.0,-117.15791693308192,3.0,zone,RANGE,22.6224
NEARUSDT,2024-10-25 07:00:00,2024-10-26 01:00:00,4.7338,4.197799999999996,4.841,5.0,582.8606367420826,3.5,zone,TREND,30.6095
NEARUSDT,2024-10-25 08:00:00,2024-10-26 01:00:00,4.578,4.197799999999996,4.841,3.7643564356436037,413.4395785248895,3.5,zone,TREND,30.6095
OPUSDT,2024-10-25 08:00:00,2024-10-25 15:00:00,1.8169,1.7052,1.6825,-0.8311011904761907,-130.21106624818114,4.5,zone,TREND,32.8781
NEARUSDT,2024-10-25 15:00:00,2024-10-26 01:00:00,4.5,4.197799999999996,4.841,1.6882681564245985,328.6203067601836,3.5,zone,TREND,30.6095
WIFUSDT,2024-10-28 04:00:00,2024-10-28 06:00:00,2.3863,2.3868,2.4244,-0.013123359580056868,-0.6127283731367614,4.0,momentum,TREND,37.79
WIFUSDT,2024-10-28 05:00:00,2024-10-28 07:00:00,2.3826,2.4244,2.4244,-1.0,-51.22409199421595,4.0,momentum,TREND,37.79
AVAXUSDT,2024-10-28 05:45:00,2024-10-28 07:00:00,25.34,25.815,27.79,-0.1938775510204088,-23.758855284886977,3.5,zone,TREND,33.0518
1000PEPEUSDT,2024-10-28 15:00:00,2024-10-28 18:00:00,0.0092,0.0088163,0.0098,0.6395000000000014,0.46875745050760637,4.0,momentum,TREND,30.4051
ADAUSDT,2024-10-28 15:00:00,2024-10-28 19:00:00,0.3529,0.3387,0.3691,0.876543209876543,17.34781286736511,3.5,momentum,TREND,37.1523
HBARUSDT,2024-10-28 15:00:00,2024-10-28 19:00:00,0.0512,0.04805,0.053,1.7500000000000038,3.8482824318450803,3.5,momentum,TREND,39.2803
SUIUSDT,2024-10-28 15:00:00,2024-10-28 19:00:00,1.8289,1.6751,1.9428,1.35030728709394,187.89391683103906,4.0,momentum,TREND,30.6544
BNBUSDT,2024-10-30 01:30:00,2024-10-31 06:00:00,600.35,589.3143,589.3143,-1.0,-123.21549009695397,3.0,zone,RANGE,21.1294
LINKUSDT,2024-10-30 06:45:00,2024-10-30 20:00:00,12.035,12.161,11.358,0.18611521418020607,22.93227732971365,3.5,momentum,TREND,34.3043
XRPUSDT,2024-10-30 12:45:00,2024-10-30 20:00:00,0.5218,0.5244,0.5338,-0.21666666666666112,-3.203602742520724,4.0,momentum,TREND,36.1949
XRPUSDT,2024-10-31 03:30:00,2024-10-31 21:00:00,0.522,0.5105999999999999,0.5258,3.0,14.057811215567547,3.5,zone,TREND,37.4008
XRPUSDT,2024-10-31 06:00:00,2024-10-31 21:00:00,0.5182,0.5105999999999999,0.5258,1.652173913043472,9.371874143711699,3.5,zone,TREND,37.4008
1000PEPEUSDT,2024-10-31 08:00:00,2024-10-31 09:00:00,0.0087,0.009,0.009,-1.0,-0.3680941680582154,3.5,zone,TREND,34.5731
AAVEUSDT,2024-10-31 11:00:00,2024-10-31 12:00:00,140.5,141.8871,141.8871,-1.0,-245.3924310971297,4.0,momentum,TREND,36.7285
XRPUSDT,2024-10-31 13:00:00,2024-10-31 21:00:00,0.5145,0.5105999999999999,0.5258,0.6190476190476132,4.809251205325725,3.5,zone,TREND,37.4008
NEARUSDT,2024-11-01 15:00:00,2024-11-01 16:00:00,4.2048,3.97,4.2666,3.799352750809007,285.5413320822178,4.5,zone,TREND,39.5226
BCHUSDT,2024-11-01 15:00:00,2024-11-01 23:00:00,349.2,349.35,353.4857,-0.035000116667063354,-8.512759741180856,4.5,zone,TREND,35.0873
HBARUSDT,2024-11-01 15:00:00,2024-11-02 00:00:00,0.0482,0.04587,0.0487,4.659999999999993,2.8335234401685208,4.5,zone,TREND,31.0833
HBARUSDT,2024-11-01 16:00:00,2024-11-02 00:00:00,0.04613,0.04587,0.0487,0.45614035087718574,0.3161871649973414,4.5,zone,TREND,31.0833
HBARUSDT,2024-11-01 23:00:00,2024-11-02 00:00:00,0.0456,0.04587,0.0487,-1.0,-0.32834820980493534,4.5,zone,TREND,31.0833
OPUSDT,2024-11-02 04:00:00,2024-11-02 21:00:00,1.5435,1.4467,1.6244,1.1965389369592092,119.07338742159753,4.0,momentum,TREND,39.3625
TAOUSDT,2024-11-02 04:30:00,2024-11-03 00:00:00,460.77,439.73,506.01,0.46507515473032623,57.20875421421855,3.0,momentum,TREND,33.2753
OPUSDT,2024-11-02 13:00:00,2024-11-06 02:00:00,1.4532,1.4766,1.6244,-0.22349570200572935,-28.784269273402543,4.0,momentum,TREND,39.3625
LTCUSDT,2024-11-02 21:00:00,2024-11-03 16:00:00,70.0104,65.97,71.47,2.7681556590846945,342.1580593039969,3.5,zone,TREND,33.2323
NEARUSDT,2024-11-02 21:00:00,2024-11-03 16:00:00,4.1219,3.644,4.264,3.363124560168892,590.7086041377022,4.0,momentum,TREND,34.8604
DOGEUSDT,2024-11-05 05:00:00,2024-11-05 07:00:00,0.1715,0.1672,0.1672,-1.0,-5.527883996323822,3.5,zone,TREND,35.8267
BTCUSDT,2024-11-05 14:15:00,2024-11-06 07:00:00,69328.8,74231.4,66507.6,1.7377711612079954,223.35190834594297,3.5,zone,TREND,31.6431
BTCUSDT,2024-11-06 02:00:00,2024-11-13 23:00:00,73107.4,90411.2,66507.6,4.493676474407255,788.3238998973067,3.5,zone,TREND,31.6431
BTCUSDT,2024-11-06 03:00:00,2024-11-13 23:00:00,74394.9,90411.2,66507.6,3.1614654270543476,729.6681698774393,3.5,zone,TREND,31.6431
ADAUSDT,2024-11-06 23:00:00,2024-11-07 05:00:00,0.3532,0.36920000000000003,0.3492,4.0,20.720102488056483,3.0,momentum,TREND,32.5975
SUIUSDT,2024-11-08 00:00:00,2024-11-08 01:00:00,1.9375,2.317,1.8401,3.8963039014373764,491.8480948333003,3.5,zone,TREND,30.359
ENAUSDT,2024-11-08 03:00:00,2024-11-08 08:00:00,0.4984,0.479,0.479,-1.0,-25.620315418170218,4.0,zone,RANGE,22.044
ENAUSDT,2024-11-09 11:00:00,2024-11-09 12:00:00,0.4944,0.5103,0.4744,0.7949999999999978,20.977725413619105,3.5,zone,TREND,32.1945
1000PEPEUSDT,2024-11-09 18:00:00,2024-11-09 19:00:00,0.01,0.0111198,0.0092,1.3997500000000003,1.4785869276365207,3.5,momentum,TREND,38.7576
ARBUSDT,2024-11-10 09:00:00,2024-11-10 14:00:00,0.572,0.6376,0.559,5.046153846153884,86.62326595815325,4.0,momentum,TREND,31.2232
1000PEPEUSDT,2024-11-10 09:00:00,2024-11-10 19:00:00,0.0105,0.0125306,0.0101,5.076499999999983,2.6813598148571023,4.0,zone,TREND,34.7433
NEARUSDT,2024-11-11 11:00:00,2024-11-11 14:00:00,4.162,5.191,3.74,2.4383886255924185,323.0723128087749,3.5,momentum,TREND,35.2093
DOGEUSDT,2024-11-11 11:00:00,2024-11-11 15:00:00,0.2031,0.2892,0.1908,6.999999999999997,114.077492984029,3.0,momentum,TREND,32.9539
SOLUSDT,2024-11-11 15:00:00,2024-11-11 22:00:00,185.24,217.59,180.27,6.509054325955735,876.6390049353573,3.0,momentum,TREND,30.4549
ETHUSDT,2024-11-11 23:30:00,2024-11-12 00:00:00,3357.08,3273.64,2607.15,-0.11126371794700848,-15.472680728959405,3.5,zone,TREND,34.2325
NEARUSDT,2024-11-12 02:00:00,2024-11-12 09:00:00,4.176,5.474,3.9871,6.871360508205389,955.0212988881201,3.5,zone,TREND,30.0585
